canonicalProductionIndex,productionGroup,batchIndex,bookCode,partCode,nodeCode,titleZhHans,canonicalQuestionKey,registryStatus,publicationState,mappingState
522,BATCH-031,19,BOOK-5,P13,KN-B4-P13-019,为什么反证同样重要,book-4-p13-19-counter-evidence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
523,BATCH-031,20,BOOK-5,P13,KN-B4-P13-020,为什么缺失也是 Evidence,book-4-p13-20-missing-evidence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
524,BATCH-031,21,BOOK-5,P13,KN-B4-P13-021,时间如何形成 Evidence,book-4-p13-21-temporal-evidence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
525,BATCH-031,22,BOOK-5,P13,KN-B4-P13-022,为什么跨领域 Evidence 更强,book-4-p13-22-cross-domain-evidence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
526,BATCH-031,23,BOOK-5,P13,KN-B4-P13-023,Evidence 如何形成网络,book-4-p13-23-runtime-evidence-network,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
527,BATCH-031,24,BOOK-5,P13,KN-B4-P13-024,PHI OS 如何统一所有 Evidence,book-4-p13-24-unified-evidence-model,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
528,BATCH-032,1,BOOK-5,P13,KN-B4-P13-025,Projection 为什么存在,book-4-p13-25-projection-foundations,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
529,BATCH-032,2,BOOK-5,P13,KN-B4-P13-026,Projection 为什么具有共同 Grammar,book-4-p13-26-projection-grammar,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
530,BATCH-032,3,BOOK-5,P13,KN-B4-P13-027,为什么 Projection 存在不同层级,book-4-p13-27-projection-layers,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
531,BATCH-032,4,BOOK-5,P13,KN-B4-P13-028,Projection 为什么存在边界,book-4-p13-28-projection-boundaries,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
532,BATCH-032,5,BOOK-5,P13,KN-B4-P13-029,为什么不同时间仍可保持一致性,book-4-p13-29-projection-consistency,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
533,BATCH-032,6,BOOK-5,P13,KN-B4-P13-030,为什么不同 Projection 会冲突,book-4-p13-30-projection-conflict,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
534,BATCH-032,7,BOOK-5,P13,KN-B4-P13-031,为什么任何 Projection 都是不完整的,book-4-p13-31-projection-completeness,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
535,BATCH-032,8,BOOK-5,P13,KN-B4-P13-032,Projection 如何持续演化,book-4-p13-32-projection-evolution,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
536,BATCH-032,9,BOOK-5,P13,KN-B4-P13-033,为什么 Projection 不等于 Reality,book-4-p13-33-projection-and-reality,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
537,BATCH-032,10,BOOK-5,P13,KN-B4-P13-034,为什么不同 Projection 可以进入统一 Runtime,book-4-p13-34-shared-projection-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
538,BATCH-032,11,BOOK-5,P13,KN-B4-P13-035,为什么 Reading 必须建立统一入口,book-4-p13-35-reading-entry,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
539,BATCH-032,12,BOOK-5,P13,KN-B4-P13-036,为什么 Reading 必须遵循统一 Grammar,book-4-p13-36-reading-grammar,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
540,BATCH-032,13,BOOK-5,P13,KN-B4-P13-037,如何重建 Runtime Chain,book-4-p13-37-runtime-reconstruction,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
541,BATCH-032,14,BOOK-5,P13,KN-B4-P13-038,为什么必须排序 Evidence,book-4-p13-38-evidence-prioritization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
542,BATCH-032,15,BOOK-5,P13,KN-B4-P13-039,为什么能够建立 Confidence,book-4-p13-39-reading-confidence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
543,BATCH-032,16,BOOK-5,P13,KN-B4-P13-040,为什么必须保留其他 Reading,book-4-p13-40-alternative-reading,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
544,BATCH-032,17,BOOK-5,P13,KN-B4-P13-041,为什么 Unknown 会持续形成,book-4-p13-41-unknown-formation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
545,BATCH-032,18,BOOK-5,P13,KN-B4-P13-042,如何整合全部 Reading,book-4-p13-42-reading-synthesis,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
546,BATCH-032,19,BOOK-5,P13,KN-B4-P13-043,如何形成统一 Runtime Profile,book-4-p13-43-runtime-profile,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
547,BATCH-032,20,BOOK-5,P13,KN-B4-P13-044,Reading 为什么能够持续更新,book-4-p13-44-reading-revision,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
548,BATCH-032,21,BOOK-5,P13,KN-B4-P13-045,PHI OS Reading Contract,book-4-p13-45-reading-contract,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
549,BATCH-032,22,BOOK-5,P13,KN-B4-P13-046,Interpretation 为什么产生,book-4-p13-46-interpretation-foundations,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
550,BATCH-032,23,BOOK-5,P13,KN-B4-P13-047,为什么 Context 会改变 Interpretation,book-4-p13-47-context-formation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
551,BATCH-032,24,BOOK-5,P13,KN-B4-P13-048,Knowledge 如何进入 Interpretation,book-4-p13-48-knowledge-integration,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
552,BATCH-033,1,BOOK-5,P13,KN-B4-P13-049,Evidence 如何进入 Interpretation,book-4-p13-49-evidence-integration,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
553,BATCH-033,2,BOOK-5,P13,KN-B4-P13-050,Projection 如何进入 Interpretation,book-4-p13-50-projection-integration,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
554,BATCH-033,3,BOOK-5,P13,KN-B4-P13-051,为什么只能形成 Candidate,book-4-p13-51-interpretation-candidate,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
555,BATCH-033,4,BOOK-5,P13,KN-B4-P13-052,为什么可能存在多个 Interpretation,book-4-p13-52-multiple-interpretations,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
556,BATCH-033,5,BOOK-5,P13,KN-B4-P13-053,Interpretation 为什么必须验证,book-4-p13-53-interpretation-validation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
557,BATCH-033,6,BOOK-5,P13,KN-B4-P13-054,为什么任何 Interpretation 都存在边界,book-4-p13-54-interpretation-boundaries,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
558,BATCH-033,7,BOOK-5,P13,KN-B4-P13-055,为什么 Interpretation 永远不能等于 Reality,book-4-p13-55-interpretation-and-reality,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
559,BATCH-033,8,BOOK-5,P13,KN-B4-P13-056,Reading 的 Authority 如何建立,book-4-p13-56-reading-authority,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
560,BATCH-033,9,BOOK-5,P13,KN-B4-P13-057,Evidence 如何受到治理,book-4-p13-57-evidence-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
561,BATCH-033,10,BOOK-5,P13,KN-B4-P13-058,Interpretation 如何受到治理,book-4-p13-58-interpretation-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
562,BATCH-033,11,BOOK-5,P13,KN-B4-P13-059,AI 为什么不能成为最终 Authority,book-4-p13-59-ai-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
563,BATCH-033,12,BOOK-5,P13,KN-B4-P13-060,Professional 为什么必须参与,book-4-p13-60-professional-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
564,BATCH-033,13,BOOK-5,P13,KN-B4-P13-061,Reading 为什么需要伦理,book-4-p13-61-reading-ethics,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
565,BATCH-033,14,BOOK-5,P13,KN-B4-P13-062,Reading 为什么需要责任,book-4-p13-62-reading-responsibility,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
566,BATCH-033,15,BOOK-5,P13,KN-B4-P13-063,Reading 为什么必须停止,book-4-p13-63-reading-boundaries,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
567,BATCH-033,16,BOOK-5,P13,KN-B4-P13-064,PHI OS Reading Standards,book-4-p13-64-reading-standards,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
568,BATCH-033,17,BOOK-5,P13,KN-B4-P13-065,PHI OS Reading Governance Contract,book-4-p13-65-reading-governance-contract,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
569,BATCH-033,18,BOOK-5,P13,KN-B4-P13-066,为什么 Reading 会重新组织 Reality,book-4-p13-66-reading-as-reconstruction,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
570,BATCH-033,19,BOOK-5,P13,KN-B4-P13-067,为什么 Reading 本身就是 Participation,book-4-p13-67-reading-as-participation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
571,BATCH-033,20,BOOK-5,P13,KN-B4-P13-068,为什么 Reading 会影响 Runtime,book-4-p13-68-reading-as-intervention,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
572,BATCH-033,21,BOOK-5,P13,KN-B4-P13-069,为什么 Reading 必须进入 Navigation,book-4-p13-69-reading-and-navigation-reading-transition,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
573,BATCH-033,22,BOOK-5,P13,KN-B4-P13-070,为什么 Reading 必须持续更新,book-4-p13-70-reading-and-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
574,BATCH-033,23,BOOK-5,P13,KN-B4-P13-071,为什么多个 Runtime 可以共同 Reading,book-4-p13-71-reading-between-multiple-runtimes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
575,BATCH-033,24,BOOK-5,P13,KN-B4-P13-072,AI 能否成为真正的 Reader,book-4-p13-72-ai-as-reader,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
576,BATCH-034,1,BOOK-5,P13,KN-B4-P13-073,谁真正完成 Reading,book-4-p13-73-the-observer-question,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
577,BATCH-034,2,BOOK-5,P13,KN-B4-P13-074,PHI OS 如何开启新的 Reading Paradigm,book-4-p13-74-the-future-of-reading,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
578,BATCH-034,3,BOOK-5,P13,KN-B4-P13-075,为什么 Reading 最终必须进入 Navigation,book-4-p13-75-toward-reality-navigation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
579,BATCH-034,4,BOOK-5,P14,KN-B4-P14-001,为什么需要 Navigation,book-4-p14-01-why-navigation-exists,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
580,BATCH-034,5,BOOK-5,P14,KN-B4-P14-002,为什么 Reading 必须进入 Navigation,book-4-p14-02-reading-and-navigation-navigation-foundation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
581,BATCH-034,6,BOOK-5,P14,KN-B4-P14-003,什么时候能够开始 Navigation,book-4-p14-03-navigation-readiness,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
582,BATCH-034,7,BOOK-5,P14,KN-B4-P14-004,为什么必须知道自己在哪里,book-4-p14-04-position-awareness,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
583,BATCH-034,8,BOOK-5,P14,KN-B4-P14-005,方向如何形成,book-4-p14-05-direction-formation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
584,BATCH-034,9,BOOK-5,P14,KN-B4-P14-006,Navigation 为什么存在限制,book-4-p14-06-navigation-constraints,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
585,BATCH-034,10,BOOK-5,P14,KN-B4-P14-007,Navigation 为什么存在边界,book-4-p14-07-navigation-boundaries,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
586,BATCH-034,11,BOOK-5,P14,KN-B4-P14-008,为什么 Navigation 必须承担责任,book-4-p14-08-navigation-responsibility,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
587,BATCH-034,12,BOOK-5,P14,KN-B4-P14-009,运行诊断,book-4-p14-09-runtime-diagnosis,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
588,BATCH-034,13,BOOK-5,P14,KN-B4-P14-010,压力识别,book-4-p14-10-pressure-detection,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
589,BATCH-034,14,BOOK-5,P14,KN-B4-P14-011,运行偏移,book-4-p14-11-runtime-drift-diagnosis,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
590,BATCH-034,15,BOOK-5,P14,KN-B4-P14-012,运行碎裂,book-4-p14-12-runtime-fragmentation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
591,BATCH-034,16,BOOK-5,P14,KN-B4-P14-013,运行停滞,book-4-p14-13-runtime-deadlock,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
592,BATCH-034,17,BOOK-5,P14,KN-B4-P14-014,崩塌风险,book-4-p14-14-collapse-risk,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
593,BATCH-034,18,BOOK-5,P14,KN-B4-P14-015,恢复潜力,book-4-p14-15-recovery-potential,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
594,BATCH-034,19,BOOK-5,P14,KN-B4-P14-016,诊断边界,book-4-p14-16-diagnosis-boundary,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
595,BATCH-034,20,BOOK-5,P14,KN-B4-P14-017,重新建立位置,book-4-p14-17-position-reconstruction,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
596,BATCH-034,21,BOOK-5,P14,KN-B4-P14-018,恢复激活,book-4-p14-18-activation-recovery,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
597,BATCH-034,22,BOOK-5,P14,KN-B4-P14-019,重新组织运行,book-4-p14-19-runtime-reconfiguration,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
598,BATCH-034,23,BOOK-5,P14,KN-B4-P14-020,调整结构,book-4-p14-20-structural-adjustment,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
599,BATCH-034,24,BOOK-5,P14,KN-B4-P14-021,关系导航,book-4-p14-21-relationship-navigation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
600,BATCH-035,1,BOOK-5,P14,KN-B4-P14-022,资源导航,book-4-p14-22-resource-navigation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
601,BATCH-035,2,BOOK-5,P14,KN-B4-P14-023,成本优化,book-4-p14-23-cost-optimization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
602,BATCH-035,3,BOOK-5,P14,KN-B4-P14-024,运行稳定,book-4-p14-24-runtime-stabilization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
603,BATCH-035,4,BOOK-5,P14,KN-B4-P14-025,替代路径,book-4-p14-25-alternative-paths,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
604,BATCH-035,5,BOOK-5,P14,KN-B4-P14-026,决定如何形成,book-4-p14-26-decision-formation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
605,BATCH-035,6,BOOK-5,P14,KN-B4-P14-027,为什么必须交换成本,book-4-p14-27-trade-offs,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
606,BATCH-035,7,BOOK-5,P14,KN-B4-P14-028,为什么永远无法完全确定,book-4-p14-28-uncertainty,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
607,BATCH-035,8,BOOK-5,P14,KN-B4-P14-029,时机为什么重要,book-4-p14-29-timing,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
608,BATCH-035,9,BOOK-5,P14,KN-B4-P14-030,承诺为什么重要,book-4-p14-30-commitment,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
609,BATCH-035,10,BOOK-5,P14,KN-B4-P14-031,适应性决策,book-4-p14-31-adaptive-decisions,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
610,BATCH-035,11,BOOK-5,P14,KN-B4-P14-032,决定如何修订,book-4-p14-32-decision-revision,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
611,BATCH-035,12,BOOK-5,P14,KN-B4-P14-033,专业读取,book-4-p14-33-professional-reading,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
612,BATCH-035,13,BOOK-5,P14,KN-B4-P14-034,专业复核,book-4-p14-34-professional-review,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
613,BATCH-035,14,BOOK-5,P14,KN-B4-P14-035,专业判断,book-4-p14-35-professional-judgment,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
614,BATCH-035,15,BOOK-5,P14,KN-B4-P14-036,边界保护,book-4-p14-36-boundary-protection,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
615,BATCH-035,16,BOOK-5,P14,KN-B4-P14-037,交付组织,book-4-p14-37-deliverable-assembly,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
616,BATCH-035,17,BOOK-5,P14,KN-B4-P14-038,专业签署,book-4-p14-38-professional-signature,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
617,BATCH-035,18,BOOK-5,P14,KN-B4-P14-039,专业责任,book-4-p14-39-professional-responsibility,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
618,BATCH-035,19,BOOK-5,P14,KN-B4-P14-040,连续性的基础,book-4-p14-40-continuity-foundations,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
619,BATCH-035,20,BOOK-5,P14,KN-B4-P14-041,反馈循环,book-4-p14-41-feedback-loops,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
620,BATCH-035,21,BOOK-5,P14,KN-B4-P14-042,运行学习,book-4-p14-42-runtime-learning,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
621,BATCH-035,22,BOOK-5,P14,KN-B4-P14-043,导航记忆,book-4-p14-43-navigation-memory,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
622,BATCH-035,23,BOOK-5,P14,KN-B4-P14-044,适应演化,book-4-p14-44-adaptive-evolution,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
623,BATCH-035,24,BOOK-5,P14,KN-B4-P14-046,文明导航,book-4-p14-46-civilization-navigation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
624,BATCH-036,1,BOOK-5,P14,KN-B4-P14-047,超越个体的导航,book-4-p14-47-navigation-beyond-individuals,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
625,BATCH-036,2,BOOK-5,P14,KN-B4-P14-048,现实演化,book-4-p14-48-reality-evolution-navigation-outcome,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
626,BATCH-036,3,BOOK-5,P14,KN-B4-P14-049,超越当前运行,book-4-p14-49-reality-beyond-current-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
627,BATCH-036,4,BOOK-5,P14,KN-B4-P14-050,未来导航,book-4-p14-50-future-navigation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
628,BATCH-036,5,BOOK-5,P14,KN-B4-P14-051,共同现实演化,book-4-p14-51-shared-reality-evolution,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
629,BATCH-036,6,BOOK-5,P14,KN-B4-P14-052,Reality 将如何继续,book-4-p14-52-the-navigation-question,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
630,BATCH-036,7,BOOK-5,P15,KN-B4-P15-001,Runtime 为什么结束,book-4-p15-01-runtime-closure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
631,BATCH-036,8,BOOK-5,P15,KN-B4-P15-002,载体如何结束,book-4-p15-02-carrier-closure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
632,BATCH-036,9,BOOK-5,P15,KN-B4-P15-003,结构解体,book-4-p15-03-structural-dissolution,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
633,BATCH-036,10,BOOK-5,P15,KN-B4-P15-004,运行终止,book-4-p15-04-runtime-termination,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
634,BATCH-036,11,BOOK-5,P15,KN-B4-P15-005,节点关闭,book-4-p15-05-node-deactivation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
635,BATCH-036,12,BOOK-5,P15,KN-B4-P15-006,关系结束,book-4-p15-06-relationship-closure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
636,BATCH-036,13,BOOK-5,P15,KN-B4-P15-007,组织结束,book-4-p15-07-organizational-closure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
637,BATCH-036,14,BOOK-5,P15,KN-B4-P15-008,文明结束,book-4-p15-08-civilization-closure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
638,BATCH-036,15,BOOK-5,P15,KN-B4-P15-009,生物死亡,book-4-p15-09-biological-death,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
639,BATCH-036,16,BOOK-5,P15,KN-B4-P15-010,人工运行终止,book-4-p15-10-synthetic-runtime-death,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
640,BATCH-036,17,BOOK-5,P15,KN-B4-P15-011,结算为何存在,book-4-p15-11-settlement-foundations,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
641,BATCH-036,18,BOOK-5,P15,KN-B4-P15-012,运行结算,book-4-p15-12-runtime-settlement,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
642,BATCH-036,19,BOOK-5,P15,KN-B4-P15-013,信息归位,book-4-p15-13-information-placement,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
