"序号","分类","R2 object key","公开图片链接","用途","原登记页面","检查状态","实际显示页面","引用文件"
"28","知识与报告图示","images/figures/global/PHIOS-FIGURE-CONTINUITY-LOOP-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-CONTINUITY-LOOP-v1.svg","Continuity Loop","","RETIRED_SURFACE_REFERENCE","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/visual-production/figure/canonical-client-figure-registry-v2.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-canonical-asset-brief-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-critical-asset-registry-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/review/browser-visual-review-v1.json | content/web/homepage/hpc2/evidence/hpc2-w10-continuity-final-cta-audit-v1.json | content/web/homepage/hpc2/homepage-visual-consumption-v2.json"
"29","知识与报告图示","images/figures/global/PHIOS-FIGURE-CROSS-VOLUME-READING-PATH-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-CROSS-VOLUME-READING-PATH-v1.svg","Cross-Volume Reading Path","/figures/","DISPLAYED_ON_ACTIVE_SURFACE","/figures/","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-layout-reconciliation-v2.json"
"30","知识与报告图示","images/figures/global/PHIOS-FIGURE-CURRENT-REALITY-MAP-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-CURRENT-REALITY-MAP-v1.svg","Current Reality Map","","RETIRED_SURFACE_REFERENCE","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/visual-production/figure/canonical-client-figure-registry-v2.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-canonical-asset-brief-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-critical-asset-registry-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/review/browser-visual-review-v1.json | content/web/homepage/hpc2/contracts/hpc2-w3-one-reality-composition-contract-v1.json | content/web/homepage/hpc2/evidence/hpc2-w3-one-reality-composition-audit-v1.json | content/web/homepage/hpc2/homepage-visual-consumption-v2.json"
"31","知识与报告图示","images/figures/global/PHIOS-FIGURE-FINANCIAL-REALITY-SYSTEM-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-FINANCIAL-REALITY-SYSTEM-v1.svg","Financial Reality System","/professional/financial/","DISPLAYED_CONDITIONALLY","/professional/financial/","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/visual-production/figure/canonical-client-figure-registry-v2.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-canonical-asset-brief-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-critical-asset-registry-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/review/browser-visual-review-v1.json | content/web/index-surfaces/pis-r1-context-figures-v1.json"
"32","知识与报告图示","images/figures/global/PHIOS-FIGURE-KNOWLEDGE-DISCOVERY-MODEL-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-KNOWLEDGE-DISCOVERY-MODEL-v1.svg","Knowledge Discovery Model","/figures/","DISPLAYED_ON_ACTIVE_SURFACE","/figures/","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-layout-reconciliation-v2.json"
"33","知识与报告图示","images/figures/global/PHIOS-FIGURE-KNOWLEDGE-NODE-ARTICLE-FIGURE-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-KNOWLEDGE-NODE-ARTICLE-FIGURE-v1.svg","Knowledge Node → Article → Figure","/figures/","DISPLAYED_ON_ACTIVE_SURFACE","/figures/","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-layout-reconciliation-v2.json"
"34","知识与报告图示","images/figures/global/PHIOS-FIGURE-MANY-LENSES-FRAGMENTATION-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-MANY-LENSES-FRAGMENTATION-v1.svg","Many Lenses Fragmentation","","RETIRED_SURFACE_REFERENCE","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/visual-production/figure/canonical-client-figure-registry-v2.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-canonical-asset-brief-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-critical-asset-registry-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/review/browser-visual-review-v1.json | content/web/homepage/hpc2/contracts/hpc2-w4-many-lenses-category-transition-contract-v1.json | content/web/homepage/hpc2/homepage-visual-consumption-v2.json"
"35","知识与报告图示","images/figures/global/PHIOS-FIGURE-P1-P15-ARCHITECTURE-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-P1-P15-ARCHITECTURE-v1.svg","Part P1–P15 Architecture","/figures/","DISPLAYED_ON_ACTIVE_SURFACE","/figures/","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/r2-layout-reconciliation-v2.json"
"36","知识与报告图示","images/figures/global/PHIOS-FIGURE-PERSONAL-REALITY-FLOW-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-PERSONAL-REALITY-FLOW-v1.svg","Personal Reality Flow","/reality/","DISPLAYED_CONDITIONALLY","/reality/","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/visual-production/figure/canonical-client-figure-registry-v2.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-canonical-asset-brief-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-critical-asset-registry-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/review/browser-visual-review-v1.json | content/web/index-surfaces/pis-r1-context-figures-v1.json"
"37","知识与报告图示","images/figures/global/PHIOS-FIGURE-PHIOS-RUNTIME-CYCLE-v1.svg","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/figures/global/PHIOS-FIGURE-PHIOS-RUNTIME-CYCLE-v1.svg","PHI OS Runtime Cycle","","RETIRED_SURFACE_REFERENCE","","content/customer-experience-rebuild/audits/customer-asset-availability-v1.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v2.json | content/customer-experience-rebuild/authority/customer-visual-asset-registry-v3.json | content/registry/public-assets.json | content/visual-production/figure/canonical-client-figure-registry-v2.json | content/web-production/registries/client-visual-asset-registry-v1.2.json | content/web-production/registries/client-visual-asset-registry-v1.3.json | content/web-production/registries/client-visual-asset-registry-v1.4.json | content/web-production/registries/client-visual-asset-registry-v1.5.json | content/web-production/registries/client-visual-asset-registry-v1.6.json | content/web-production/registries/client-visual-asset-registry-v1.7.json | content/web-production/registries/client-visual-asset-registry-v1.8.json | content/web/homepage/hpc2-pre/evidence/r2-live-verification-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-canonical-asset-brief-v1.json | content/web/homepage/hpc2-pre/hpc2-pre-critical-asset-registry-v1.json | content/web/homepage/hpc2-pre/r2-actual-object-inventory-v1.json | content/web/homepage/hpc2-pre/review/browser-visual-review-v1.json | content/web/homepage/hpc2/contracts/hpc2-w5-phios-runtime-composition-contract-v1.json | content/web/homepage/hpc2/homepage-visual-consumption-v2.json"
